Level,Year of Experience,Programming Language,Requirement Language,Description Language,Location
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,c++,tiếng anh,vi,Hà Nội
1.0,2.0,c,tiếng anh,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,1.0,Khác,tiếng anh,vi,Hà Nội
0.0,0.0,Khác,tiếng anh,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,javascript,tiếng anh,en,Hà Nội
1.0,3.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,Khác,tiếng nhật,vi,Hà Nội
0.0,0.0,java,Không yêu cầu,en,Hồ Chí Minh
0.0,0.0,php,Không yêu cầu,en,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,en,Hồ Chí Minh
1.0,2.0,javascript,tiếng anh,en,Hồ Chí Minh
1.0,3.0,Khác,tiếng anh,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,tiếng anh,vi,Hà Nội
1.0,4.0,c++,tiếng nhật,en,Hà Nội
1.0,4.0,c++,tiếng anh,en,Hà Nội
1.0,4.0,java,tiếng nhật,en,Hà Nội
1.0,4.0,java,tiếng anh,en,Hà Nội
1.0,4.0,c#,tiếng nhật,en,Hà Nội
1.0,4.0,c#,tiếng anh,en,Hà Nội
0.0,0.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,tiếng anh,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Khác
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,tiếng anh,vi,Hà Nội
0.0,0.0,Khác,tiếng anh,vi,Hà Nội
1.0,4.0,kotlin,tiếng anh,vi,Hà Nội
1.0,4.0,java,tiếng anh,vi,Hà Nội
1.0,3.0,php,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,javascript,Không yêu cầu,en,Khác
1.0,0.0,javascript,tiếng anh,en,Khác
1.0,0.0,java,tiếng anh,en,Khác
1.0,0.0,python,tiếng anh,en,Khác
1.0,0.0,php,tiếng anh,en,Khác
1.0,4.0,Khác,tiếng anh,en,Hà Nội
1.0,3.0,java,tiếng anh,vi,Hà Nội
1.0,2.0,javascript,Không yêu cầu,vi,Hồ Chí Minh
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,tiếng anh,vi,Hà Nội
1.0,6.0,python,tiếng anh,vi,Hồ Chí Minh
1.0,6.0,c#,tiếng anh,vi,Hồ Chí Minh
1.0,4.0,javascript,Không yêu cầu,vi,Hồ Chí Minh
1.0,4.0,c#,Không yêu cầu,vi,Hồ Chí Minh
1.0,4.0,Khác,tiếng anh,vi,Đà Nẵng
1.0,4.0,Khác,tiếng nhật,vi,Đà Nẵng
1.0,2.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,2.0,java,Không yêu cầu,vi,Hà Nội
1.0,3.0,python,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,tiếng anh,vi,Hà Nội
0.0,0.0,Khác,tiếng anh,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,1.0,Khác,Không yêu cầu,vi,Khác
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,en,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,3.0,java,Không yêu cầu,vi,Hà Nội
1.0,3.0,php,Không yêu cầu,vi,Hà Nội
2.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,tiếng anh,vi,Hà Nội
1.0,0.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,3.0,java,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,javascript,tiếng anh,vi,Hà Nội
1.0,2.0,typescript,tiếng anh,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,en,Hồ Chí Minh
1.0,2.0,java,Không yêu cầu,en,Hà Nội
1.0,2.0,python,Không yêu cầu,en,Hà Nội
1.0,3.0,java,tiếng anh,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
5.0,6.0,Khác,tiếng anh,vi,Hà Nội
5.0,6.0,Khác,tiếng nhật,vi,Hà Nội
1.0,2.0,Khác,tiếng nhật,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Khác
1.0,0.0,Khác,tiếng anh,vi,Khác
2.0,5.0,Khác,tiếng anh,en,Hà Nội
1.0,2.0,kotlin,tiếng anh,en,Hồ Chí Minh
1.0,2.0,java,tiếng anh,en,Hồ Chí Minh
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,4.0,Khác,tiếng nhật,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,tiếng anh,vi,Hà Nội
2.0,3.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,Khác,tiếng anh,vi,Hồ Chí Minh
2.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,kotlin,tiếng anh,en,Hà Nội
1.0,2.0,java,tiếng anh,en,Hà Nội
0.0,0.0,Khác,tiếng anh,vi,Hồ Chí Minh
1.0,3.0,Khác,tiếng anh,en,Hà Nội
0.0,0.0,javascript,tiếng anh,vi,Hà Nội
0.0,0.0,java,tiếng anh,vi,Hà Nội
0.0,0.0,php,tiếng anh,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Khác
1.0,2.0,Khác,Không yêu cầu,vi,Khác
1.0,1.0,Khác,Không yêu cầu,vi,Khác
1.0,1.0,c#,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,2.0,python,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,java,tiếng anh,vi,Hà Nội
1.0,3.0,python,tiếng anh,vi,Hà Nội
1.0,3.0,java,Không yêu cầu,vi,Hà Nội
2.0,4.0,java,Không yêu cầu,vi,Hà Nội
2.0,6.0,Khác,tiếng anh,en,Hà Nội
1.0,2.0,php,Không yêu cầu,vi,Hồ Chí Minh
1.0,1.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,python,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Khác
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,python,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,python,tiếng anh,vi,Hà Nội
3.0,4.0,java,Không yêu cầu,vi,Hà Nội
1.0,3.0,python,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,en,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Khác
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,java,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,5.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Khác
1.0,1.0,Khác,Không yêu cầu,vi,Khác
1.0,0.0,Khác,tiếng nhật,vi,Hà Nội
1.0,3.0,java,Không yêu cầu,vi,Hà Nội
1.0,2.0,javascript,tiếng anh,vi,Hà Nội
1.0,2.0,php,tiếng anh,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,en,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,4.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,5.0,java,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,tiếng anh,vi,Hà Nội
1.0,4.0,php,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,tiếng anh,en,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,tiếng anh,vi,Hà Nội
1.0,0.0,javascript,tiếng anh,vi,Khác
1.0,1.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,0.0,Khác,tiếng anh,vi,Khác
1.0,1.0,Khác,tiếng anh,vi,Khác
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,1.0,Khác,tiếng anh,en,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Đà Nẵng
1.0,0.0,Khác,Không yêu cầu,vi,Khác
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,2.0,typescript,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Khác
1.0,2.0,java,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,javascript,tiếng anh,vi,Hà Nội
3.0,6.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,1.0,javascript,Không yêu cầu,vi,Hồ Chí Minh
1.0,1.0,python,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,kotlin,Không yêu cầu,en,Hồ Chí Minh
1.0,3.0,java,Không yêu cầu,en,Hồ Chí Minh
1.0,3.0,c#,Không yêu cầu,en,Hồ Chí Minh
1.0,2.0,Khác,tiếng nhật,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
2.0,4.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,python,Không yêu cầu,vi,Hà Nội
1.0,2.0,c++,tiếng anh,en,Hồ Chí Minh
1.0,2.0,c,tiếng anh,en,Hồ Chí Minh
1.0,2.0,Khác,tiếng anh,vi,Khác
1.0,0.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,4.0,python,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,tiếng nhật,vi,Hồ Chí Minh
1.0,4.0,Khác,tiếng anh,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,c++,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,python,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,c#,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,java,Không yêu cầu,vi,Hà Nội
0.0,0.0,python,Không yêu cầu,vi,Hà Nội
1.0,6.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,tiếng anh,vi,Hồ Chí Minh
1.0,4.0,python,Không yêu cầu,en,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,javascript,tiếng anh,vi,Hà Nội
1.0,2.0,typescript,tiếng anh,vi,Hà Nội
1.0,2.0,php,tiếng anh,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,4.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,c++,tiếng anh,vi,Hà Nội
1.0,2.0,c++,tiếng anh,vi,Hà Nội
1.0,2.0,python,tiếng anh,vi,Hà Nội
1.0,2.0,python,tiếng anh,vi,Hà Nội
1.0,2.0,c,tiếng anh,vi,Hà Nội
1.0,2.0,c,tiếng anh,vi,Hà Nội
1.0,3.0,javascript,Không yêu cầu,en,Hà Nội
1.0,3.0,php,Không yêu cầu,en,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Khác
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,tiếng nhật,vi,Hà Nội
1.0,7.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,5.0,php,Không yêu cầu,en,Hồ Chí Minh
1.0,5.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,tiếng anh,vi,Hồ Chí Minh
1.0,2.0,Khác,tiếng anh,vi,Hồ Chí Minh
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
4.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,2.0,php,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,tiếng anh,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,1.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,tiếng anh,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
2.0,5.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,3.0,typescript,Không yêu cầu,vi,Hà Nội
1.0,4.0,javascript,tiếng anh,vi,Hồ Chí Minh
1.0,4.0,c#,tiếng anh,vi,Hồ Chí Minh
1.0,3.0,kotlin,Không yêu cầu,vi,Hà Nội
1.0,3.0,javascript,Không yêu cầu,en,Hà Nội
1.0,3.0,javascript,Không yêu cầu,en,Hà Nội
1.0,3.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,c,tiếng anh,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Khác
1.0,0.0,Khác,tiếng anh,vi,Khác
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,tiếng anh,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
2.0,6.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,javascript,Không yêu cầu,en,Hồ Chí Minh
0.0,0.0,python,Không yêu cầu,en,Hồ Chí Minh
1.0,4.0,Khác,tiếng anh,vi,Hà Nội
1.0,4.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,4.0,typescript,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,5.0,dart,Không yêu cầu,en,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,6.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,tiếng anh,vi,Hà Nội
1.0,6.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,tiếng anh,vi,Hà Nội
1.0,4.0,java,Không yêu cầu,vi,Hà Nội
1.0,4.0,python,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,tiếng anh,vi,Hà Nội
0.0,0.0,Khác,tiếng anh,vi,Hà Nội
2.0,2.0,Khác,Không yêu cầu,en,Hồ Chí Minh
0.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,0.0,java,Không yêu cầu,vi,Hà Nội
1.0,0.0,c#,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,2.0,php,Không yêu cầu,vi,Hà Nội
1.0,2.0,c++,Không yêu cầu,vi,Khác
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Khác
1.0,2.0,Khác,tiếng nhật,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,Khác,tiếng nhật,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,tiếng anh,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Khác
1.0,2.0,javascript,Không yêu cầu,en,Hà Nội
1.0,2.0,c++,tiếng nhật,vi,Hà Nội
1.0,2.0,python,tiếng nhật,vi,Hà Nội
1.0,2.0,c,tiếng nhật,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,c++,Không yêu cầu,vi,Hà Nội
1.0,2.0,c,Không yêu cầu,vi,Hà Nội
1.0,4.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,python,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Khác
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,tiếng nhật,vi,Hà Nội
1.0,4.0,php,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
3.0,6.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,tiếng anh,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,php,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Khác
1.0,4.0,Khác,tiếng anh,vi,Hà Nội
3.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,tiếng anh,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Khác
1.0,2.0,Khác,Không yêu cầu,vi,Khác
1.0,4.0,Khác,Không yêu cầu,vi,Khác
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,javascript,tiếng anh,en,Hồ Chí Minh
1.0,3.0,javascript,tiếng anh,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,0.0,Khác,tiếng nhật,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,php,Không yêu cầu,vi,Hồ Chí Minh
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,en,Khác
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
2.0,5.0,python,Không yêu cầu,vi,Hà Nội
2.0,4.0,Khác,Không yêu cầu,en,Hà Nội
1.0,3.0,python,Không yêu cầu,en,Hồ Chí Minh
1.0,1.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,typescript,Không yêu cầu,vi,Hà Nội
1.0,2.0,c#,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Đà Nẵng
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,en,Hồ Chí Minh
1.0,2.0,Khác,tiếng anh,vi,Hà Nội
2.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,tiếng anh,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,java,tiếng anh,vi,Hà Nội
1.0,2.0,php,tiếng anh,vi,Khác
1.0,4.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,4.0,java,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,3.0,kotlin,Không yêu cầu,vi,Khác
1.0,3.0,java,Không yêu cầu,vi,Khác
1.0,3.0,c,Không yêu cầu,vi,Khác
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Khác
1.0,4.0,java,Không yêu cầu,vi,Hà Nội
1.0,2.0,python,Không yêu cầu,en,Hà Nội
0.0,0.0,Khác,tiếng nhật,vi,Khác
1.0,1.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,0.0,java,tiếng anh,en,Hồ Chí Minh
1.0,0.0,python,tiếng anh,en,Hồ Chí Minh
1.0,0.0,php,tiếng anh,en,Hồ Chí Minh
1.0,0.0,c#,tiếng anh,en,Hồ Chí Minh
1.0,0.0,javascript,tiếng anh,en,Hà Nội
1.0,0.0,java,tiếng anh,en,Hà Nội
1.0,0.0,Khác,tiếng anh,vi,Hà Nội
1.0,2.0,python,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,Không yêu cầu,vi,Hà Nội
0.0,0.0,Khác,Không yêu cầu,vi,Hà Nội
4.0,3.0,Khác,tiếng anh,vi,Hà Nội
1.0,3.0,Khác,tiếng anh,en,Hồ Chí Minh
1.0,4.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,0.0,Khác,tiếng anh,vi,Khác
1.0,0.0,Khác,tiếng anh,vi,Khác
1.0,3.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,4.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,4.0,javascript,Không yêu cầu,vi,Hà Nội
1.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,0.0,python,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hồ Chí Minh
1.0,1.0,Khác,Không yêu cầu,vi,Khác
1.0,4.0,Khác,tiếng nhật,vi,Hà Nội
0.0,0.0,Khác,tiếng anh,en,Hà Nội
1.0,2.0,java,tiếng anh,vi,Hà Nội
1.0,2.0,python,tiếng anh,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Hà Nội
2.0,6.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,Không yêu cầu,vi,Khác
1.0,0.0,c++,Không yêu cầu,vi,Khác
1.0,0.0,php,Không yêu cầu,vi,Khác
1.0,0.0,c,Không yêu cầu,vi,Khác
1.0,0.0,java,Không yêu cầu,vi,Khác
1.0,0.0,c#,Không yêu cầu,vi,Khác
0.0,1.0,Khác,Không yêu cầu,vi,Hà Nội
1.0,3.0,Khác,tiếng nhật,vi,Hà Nội
1.0,3.0,python,Không yêu cầu,vi,Hà Nội
1.0,2.0,Khác,tiếng anh,vi,Hồ Chí Minh
1.0,3.0,c,Không yêu cầu,vi,Hà Nội
1.0,2.0,kotlin,tiếng anh,vi,Hà Nội
1.0,2.0,java,tiếng anh,vi,Hà Nội
